Source,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Nizatidine,Axid
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Sulfasalazine,Azulfidine
Medicine,Object,ConcreteEntity,TransportationDevice,AirPump,BIPAPVentilator
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Immunosuppressive,Benelysta
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Benzodiazepine,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,BetaBlocker,
Medicine,Object,ConcreteEntity,NonprofitOrganization,BetterBusinessBureau,
Medicine,Process,ConcreteEntity,Bleeding,Bleedout,
Medicine,Process,ConcreteEntity,Blinking,,
Medicine,Process,ConcreteEntity,BloodCirculation,,
Medicine,Object,ConcreteEntity,BodySubstance,BloodPlasma,
Medicine,Object,ConcreteEntity,BodySubstance,BoneMarrow,
Medicine,Object,ConcreteEntity,Microorganism,Borrelia,
Medicine,Process,ConcreteEntity,PhysiologicProcess,OrganOrTissueProcess,Bradycardia
Medicine,Process,ConcreteEntity,PathologicProcess,Infecting,BreakthroughInfection
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Bupropion,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Protein,COVIDAntibody
Medicine,Object,ConcreteEntity,TransportationDevice,AirPump,CPAPVentilator
Medicine,Process,ConcreteEntity,TherapeuticProcess,CPR,
Medicine,Object,ConcreteEntity,PureSubstance,ChemicalSalt,CalciumChloride
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,CarbapenemAntibiotic,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Carnitine,
Medicine,Object,ConcreteEntity,Catheter,,
Medicine,Process,ConcreteEntity,Transfer,Inserting,Catheterization
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Cephalosporin,Cefotetan
Medicine,Abstract,AutoImmuneDisorder,CeliacDisease,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Immunosuppressive,CellCept
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Cephalosporin,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Cetirizine,
Medicine,Process,ConcreteEntity,DiagnosticProcess,CheckingVitals,
Medicine,Object,ConcreteEntity,MedicalDevice,ChestSeal,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Benzodiazepine,Chlordiazepoxide
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Chlorpheniramine,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,SSRIDrug,Cipralex
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Desloratadine,Clarinex
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Clarithromycin,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Loratadine,Claritin
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Benzodiazepine,Clonazepam
Medicine,Process,ConcreteEntity,PathologicProcess,Infecting,CommunitySpread
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Ivabradine,Corlanor
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Anticoagulant,Coumadin
Medicine,Object,ConcreteEntity,Creatinine,,
Medicine,Process,ConcreteEntity,TherapeuticProcess,Cricothyroidotomy,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Crisaborole,
Medicine,Abstract,AutoImmuneDisorder,CrohnsDisease,,
Medicine,Attribute,,PsychologicalAttribute,CrossFit,
Medicine,Object,ConcreteEntity,Cytomegalovirus,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,AntiInflammatory,Daxas
Medicine,Object,ConcreteEntity,MedicalDevice,DecompressionNeedle,
Medicine,Process,ConcreteEntity,TherapeuticProcess,Defibrillation,
Medicine,Object,,Microorganism,EnvelopedVirus,DeltaCovidVariant
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Desloratadine,
Medicine,Attribute,,DiseaseOrSyndrome,Diabetes,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Benzodiazepine,Diazepam
Medicine,Object,ConcreteEntity,BodySubstance,Dopamine,
Medicine,Object,ConcreteEntity,DrugCandidate,,
Medicine,Attribute,,DiseaseOrSyndrome,Dysautonomia,
Medicine,Object,ConcreteEntity,FactualText,Electrocardiogram,
Medicine,Process,ConcreteEntity,DiagnosticProcess,Electrocardiography,
Medicine,Process,ConcreteEntity,Epidemic,,
Medicine,Object,ConcreteEntity,EpsteinBarrVirus,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,CarbapenemAntibiotic,Ertapenem
Medicine,Object,ConcreteEntity,Microorganism,EscherichiaColi,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,SSRIDrug,Escitalopram
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Crisaborole,Eucrisa
Medicine,Object,ConcreteEntity,Microorganism,FaecalibacteriumPrausnitzii,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Famotidine,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Fentanyl,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Protein,Ferritin
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Fexofenadine,
Medicine,Attribute,,DiseaseOrSyndrome,Fibromyalgia,
Medicine,Object,ConcreteEntity,FitbitDevice,,
Medicine,Object,ConcreteEntity,GovernmentOrganization,FleetMarineForce,
Medicine,Process,ConcreteEntity,PathologicProcess,FocalSeizure,
Medicine,Process,ConcreteEntity,PathologicProcess,GERefluxDisease,
Medicine,Process,ConcreteEntity,Gaslighting,,
Medicine,Process,ConcreteEntity,TherapeuticProcess,GeneralAnesthetizing,
Medicine,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Gills
Medicine,Attribute,,GramStainAttribute,,
Medicine,Process,ConcreteEntity,GramStaining,,
Medicine,Abstract,AutoImmuneDisorder,GravesDisease,,
Medicine,Abstract,AutoImmuneDisorder,HashimotosThyroiditis,,
Medicine,Object,ConcreteEntity,GovernmentOrganization,HealthDepartment,
Medicine,Process,ConcreteEntity,PathologicProcess,HeartPalpitation,
Medicine,Process,ConcreteEntity,PathologicProcess,HeartPalpitations,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Protein,Hemoglobin
Medicine,Object,ConcreteEntity,HemostaticGauze,,
Medicine,Object,ConcreteEntity,OrganicObject,BodyPart,HumanBack
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Adalimumab,Humira
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,AntiParasitic,Hydroxychloroquine
Medicine,Object,ConcreteEntity,ExplosiveDevice,IED,
Medicine,Process,ConcreteEntity,Decreasing,IVBolusTherapy,
Medicine,Object,ConcreteEntity,Catheter,IVLine,
Medicine,Process,ConcreteEntity,Decreasing,IVTherapy,
Medicine,Object,ConcreteEntity,Ibuprofen,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Immunosuppressive,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,BetaBlocker,Inderal
Medicine,Abstract,AutoImmuneDisorder,InflammatoryBowelDisease,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,InjectedAntibiotic,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Protein,Interleukin
Medicine,Object,ConcreteEntity,Microorganism,IntestinibacterBartlettii,
Medicine,Object,ConcreteEntity,Microorganism,Intestinimonas,
Medicine,Object,ConcreteEntity,Catheter,IntraosseousDevice,
Medicine,Process,ConcreteEntity,TherapeuticProcess,IntraosseousInfusion,
Medicine,Process,ConcreteEntity,Transfer,Inserting,Intubation
Medicine,Object,ConcreteEntity,TransportationDevice,AirPump,InvasiveVentilator
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Ivabradine,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Ivermectin,
Medicine,Object,,BiologicallyActiveSubstance,Protein,Kevzara
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Benzodiazepine,Klonopin
Medicine,Object,ConcreteEntity,Corporation,LabCorp,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Lamotrigine,
Medicine,Object,ConcreteEntity,OrganicObject,BodyPart,LeftAtrium
Medicine,Object,ConcreteEntity,OrganicObject,BodyPart,LeftVentricle
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Levocetirizine,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Levothyroxine,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,SSRIDrug,Lexapro
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Benzodiazepine,Librium
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Lisdexamfetamine,
Medicine,Process,ConcreteEntity,TherapeuticProcess,LocalAnesthetizing,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Loratadine,
Medicine,Object,ConcreteEntity,BodySubstance,EpithelialTissue,LungEpithelium
Medicine,Abstract,AutoImmuneDisorder,Lupus,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Antiseizure,Lyrica
Medicine,Object,ConcreteEntity,Microorganism,Staphylococcus,MRSA
Medicine,Process,ConcreteEntity,DiagnosticProcess,MeasuringBreathing,
Medicine,Object,ConcreteEntity,MedicalDevice,,
Medicine,Attribute,,OccupationalRole,Profession,MedicalPerson
Medicine,Physical,ContentBearingPhysical,LinguisticCommunication,Misdiagnosing,
Medicine,Object,ConcreteEntity,Morphine,Analgesic,
Medicine,Process,ConcreteEntity,Transportation,MoveToEvac,
Medicine,Object,ConcreteEntity,CellMembrane,MucusMembrane,
Medicine,Abstract,AutoImmuneDisorder,MultipleSclerosis,,
Medicine,Abstract,AutoImmuneDisorder,MyastheniaGravis,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Immunosuppressive,MycophenolicAcid
Medicine,Object,ConcreteEntity,N95Mask,,
Medicine,Object,ConcreteEntity,NSAID,,
Medicine,Object,ConcreteEntity,Catheter,NasopharyngealAirway,
Medicine,Object,ConcreteEntity,MedicalDevice,Needle,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Nizatidine,
Medicine,Object,ConcreteEntity,TransportationDevice,AirPump,NonInvasiveVentilator
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Ondansetron,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Immunosuppressive,Orencia
Medicine,Process,ConcreteEntity,TherapeuticProcess,OrganTransplant,
Medicine,Process,ConcreteEntity,Pandemic,,
Medicine,Attribute,,DiseaseOrSyndrome,ParkinsonsDisease,
Medicine,Object,ConcreteEntity,Article,FinancialText,PayStub
Medicine,Object,ConcreteEntity,Beverage,Pedialyte,
Medicine,Attribute,,DiseaseOrSyndrome,Pellagra,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Famotidine,Pepcid
Medicine,Abstract,AutoImmuneDisorder,PerniciousAnemia,,
Medicine,Object,ConcreteEntity,BodySubstance,Phlegm,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,AntiParasitic,Plaquenil
Medicine,Object,ConcreteEntity,PureSubstance,ChemicalSalt,PotassiumChloride
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Antiseizure,Pregabalin
Medicine,Object,ConcreteEntity,PressureBandage,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Ivabradine,Procoralan
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,BetaBlocker,Propranolol
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Pseudoephedrine,
Medicine,Abstract,AutoImmuneDisorder,Psoriasis,,
Medicine,Object,ConcreteEntity,MedicalDevice,PulseOximeter,
Medicine,Object,ConcreteEntity,MeasuringDevice,RTPCRTest,
Medicine,Attribute,,DiseaseOrSyndrome,RectalTenesmus,
Medicine,,,RheumatoidArthritis,,
Medicine,Attribute,,DiseaseOrSyndrome,Rickets,
Medicine,Object,ConcreteEntity,OrganicObject,BodyPart,RightAtrium
Medicine,Object,ConcreteEntity,OrganicObject,BodyPart,RightVentricle
Medicine,Object,ConcreteEntity,Mixture,RingersLactate,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Upadacitinib,Rinvoq
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,AntiInflammatory,Roflumilast
Medicine,Object,ConcreteEntity,Microorganism,EnvelopedVirus,SARSCoV1
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,SSRIDrug,
Medicine,Object,ConcreteEntity,MedicalDevice,SalineLock,
Medicine,Object,,BiologicallyActiveSubstance,Protein,Sarilumab
Medicine,Attribute,,DiseaseOrSyndrome,Scurvy,
Medicine,Process,ConcreteEntity,TherapeuticProcess,Sedating,
Medicine,Process,ConcreteEntity,PathologicProcess,Seizure,
Medicine,Abstract,AutoImmuneDisorder,Sepsis,,
Medicine,Process,ConcreteEntity,TherapeuticProcess,Septoplasty,
Medicine,Process,ConcreteEntity,Explosion,ShrapnelExplosion,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Singulair,
Medicine,Attribute,,DiseaseOrSyndrome,Sinusitis,
Medicine,Abstract,AutoImmuneDisorder,SjogrensSyndrome,,
Medicine,Object,ConcreteEntity,MeasuringDevice,SnellenChart,
Medicine,Object,ConcreteEntity,PureSubstance,ChemicalSalt,SodiumLactate
Medicine,Object,ConcreteEntity,Microorganism,Staphylococcus,
Medicine,Object,ConcreteEntity,Corporation,ShoppingMall,StripMall
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Sulfasalazine,
Medicine,Process,ConcreteEntity,PhysiologicProcess,OrganOrTissueProcess,Tachycardia
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Nizatidine,Tazac
Medicine,Process,ConcreteEntity,TherapeuticProcess,Terfenadine,
Medicine,Process,ConcreteEntity,Transfer,Thoracentesis,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Thyroxine,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Levothyroxine,Tirosint
Medicine,Process,ConcreteEntity,PathologicProcess,TonicClonicSeizure,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,TranexamicAcid,
Medicine,Process,ConcreteEntity,Decreasing,Transfusion,
Medicine,Attribute,,DiseaseOrSyndrome,TraumaticBrainInjury,
Medicine,Object,ConcreteEntity,Label,TriageTag,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Protein,Troponin
Medicine,Abstract,AutoImmuneDisorder,UlcerativeColitis,,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Upadacitinib,
Medicine,Object,ConcreteEntity,Certificate,VaccinationCard,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Benzodiazepine,Valium
Medicine,Object,ConcreteEntity,MedicalDevice,VentedChestSeal,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminA
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminB1
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminB12
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminB2
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminB3
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminB5
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminB6
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminB7
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminB9
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminBComplex
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminC
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminD
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminE
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vitamin,VitaminK
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Vyvanse,
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Anticoagulant,Warfarin
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Bupropion,Wellbutrin
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Levocetirizine,Xyzal
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Ondansetron,Zofran
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Bupropion,Zyban
Medicine,Object,ConcreteEntity,BiologicallyActiveSubstance,Zyrtec,
Merge,Object,ConcreteEntity,OrganicObject,AbnormalAnatomicalStructure,
Merge,Abstract,,,,
Merge,Physical,ContentBearingPhysical,Adjective,,
Merge,Physical,ContentBearingPhysical,Adverb,,
Merge,Physical,ContentBearingPhysical,Disseminating,Advertising,
Merge,Attribute,,TimeMeasure,TimeInterval,Afternoon
Merge,Object,ConcreteEntity,AgeGroup,,
Merge,Object,ConcreteEntity,Mixture,Air,
Merge,Attribute,,ObjectiveNorm,AlethicAttribute,
Merge,Process,ConcreteEntity,Ambulating,,
Merge,Object,ConcreteEntity,Animal,ColdBloodedVertebrate,Amphibian
Merge,Object,ConcreteEntity,OrganicObject,AnatomicalStructure,
Merge,Attribute,,AngleMeasure,,
Merge,Attribute,,AnimacyAttribute,,
Merge,Object,ConcreteEntity,Animal,,
Merge,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,
Merge,Physical,ContentBearingPhysical,AnimalLanguage,,
Merge,Object,ConcreteEntity,BodySubstance,AnimalSubstance,
Merge,Attribute,,AntiSymmetricPositionalAttribute,,
Merge,Relation,BinaryRelation,AntisymmetricRelation,,
Merge,Object,,Animal,WarmBloodedVertebrate,Ape
Merge,Attribute,,TimeMeasure,TimeInterval,April
Merge,Object,ConcreteEntity,Animal,WarmBloodedVertebrate,AquaticMammal
Merge,Object,ConcreteEntity,Animal,Arthropod,Arachnid
Merge,Attribute,,AreaMeasure,,
Merge,Abstract,Proposition,Argument,,
Merge,Object,ConcreteEntity,Animal,Arthropod,
Merge,Object,ConcreteEntity,Artifact,,
Merge,Physical,ContentBearingPhysical,ArtificialLanguage,,
Merge,Process,ConcreteEntity,PhysiologicProcess,Replication,AsexualReproduction
Merge,Relation,InheritableRelation,AssociativeFunction,,
Merge,Object,ConcreteEntity,AstronomicalBody,,
Merge,Relation,BinaryRelation,AsymmetricRelation,,
Merge,Object,ConcreteEntity,PureSubstance,Atom,
Merge,Object,ConcreteEntity,PureSubstance,SubatomicParticle,AtomicNucleus
Merge,Process,ConcreteEntity,Attaching,,
Merge,Object,ConcreteEntity,AttachingDevice,,
Merge,Process,ConcreteEntity,Attack,,
Merge,Attribute,,,,
Merge,Attribute,,TimeMeasure,TimeInterval,August
Merge,Process,ConcreteEntity,PhysiologicProcess,AutonomicProcess,
Merge,Object,ConcreteEntity,AutonomousAgent,,
Merge,Object,ConcreteEntity,Microorganism,Bacterium,
Merge,Process,ConcreteEntity,Contest,Battle,
Merge,Object,ConcreteEntity,BeliefGroup,,
Merge,Process,ConcreteEntity,Betting,,
Merge,Relation,InheritableRelation,BinaryFunction,,
Merge,Abstract,Quantity,BinaryNumber,,
Merge,Relation,BinaryRelation,BinaryPredicate,,
Merge,Relation,BinaryRelation,,,
Merge,Attribute,,BiologicalAttribute,,
Merge,Process,ConcreteEntity,BiologicalProcess,,
Merge,Object,ConcreteEntity,BiologicallyActiveSubstance,,
Merge,Object,ConcreteEntity,Animal,WarmBloodedVertebrate,Bird
Merge,Object,ConcreteEntity,OrganicObject,BodyPart,BodyCavity
Merge,Object,ConcreteEntity,OrganicObject,BodyPart,BodyCovering
Merge,Object,ConcreteEntity,OrganicObject,BodyPart,BodyJunction
Merge,Process,ConcreteEntity,BodyMotion,,
Merge,Object,ConcreteEntity,OrganicObject,BodyPart,
Merge,Attribute,,BodyPosition,,
Merge,Object,ConcreteEntity,BodySubstance,,
Merge,Object,ConcreteEntity,OrganicObject,BodyPart,BodyVessel
Merge,Process,ConcreteEntity,Boiling,,
Merge,Object,ConcreteEntity,OrganicObject,BodyPart,Bone
Merge,Object,ConcreteEntity,BodySubstance,BoneTissue,
Merge,Process,ConcreteEntity,ChangeOfPossession,Borrowing,
Merge,Process,ConcreteEntity,Breaking,,
